genNum	maxFit	avgFit	bestPhrase
884	0.90909	0.85273	HelKo world
885	0.90909	0.85682	HelKo world
886	0.90909	0.86773	HelKo world
887	0.90909	0.83045	HelKo world
888	0.90909	0.87182	HelKo world
889	0.90909	0.84136	HelKo world
890	0.90909	0.85455	HelKo world
891	0.90909	0.84	HelKo world
892	0.90909	0.835	HelKo world
893	0.90909	0.86091	HelKo world
894	0.90909	0.87364	HelKo world
895	0.90909	0.85591	Helco world
896	0.90909	0.86773	HelKo world
897	0.90909	0.87091	HelKo world
898	0.90909	0.88409	HelKo world
899	0.90909	0.895	HelKo world
900	0.90909	0.86773	Helco world
901	0.90909	0.89636	HelKo world
902	0.90909	0.84727	HelKo world
903	0.90909	0.86273	Helco world
904	0.90909	0.86045	HelKo world
905	0.90909	0.86364	HelKo world
906	0.90909	0.87273	HelKo world
907	0.90909	0.85136	HelKo world
908	0.90909	0.84	HelKo world
909	0.90909	0.87273	HelKo world
910	0.90909	0.84773	HelKo world
911	0.90909	0.84955	HelKo world
912	0.90909	0.86273	HelKo world
913	0.90909	0.84727	HelKo world
914	0.90909	0.87227	HelKo world
915	0.90909	0.86591	HelKo world
916	0.90909	0.87955	HelKo world
917	0.90909	0.88545	HelKo world
918	0.90909	0.86364	HelKo world
919	0.90909	0.87318	HelKo world
920	0.90909	0.87818	HelKo world
921	0.90909	0.86591	HelKo world
922	0.90909	0.89273	HelKo world
923	0.90909	0.845	HelKo world
924	0.90909	0.86045	HelKo world
925	0.90909	0.85182	HelKo world
926	0.90909	0.88227	HelKo world
927	0.90909	0.85318	HelKo world
928	0.90909	0.86909	HelLo world
929	0.90909	0.87455	HelKo world
930	1	0.83682	Hello world
